,short,full
1884,DQ869581.1,DQ869581.1 Triticum aestivum clone F2R874-14 RAPD...
1885,DQ869582.1,DQ869582.1 Triticum aestivum clone F2R874-16 RAPD...
1886,DQ869583.1,DQ869583.1 Triticum aestivum clone GN21-874-11 RAPD...
1887,DQ869584.1,DQ869584.1 Triticum aestivum clone GN21-874-15 RAPD...
1888,DQ869585.1,DQ869585.1 Dasypyrum villosum clone Hv874-7 RAPD...
1889,DQ869586.1,DQ869586.1 Dasypyrum villosum clone Hv874-8 RAPD...
1890,DQ869587.1,DQ869587.1 Dasypyrum villosum clone Hv874-9 RAPD...
1891,DQ869588.1,DQ869588.1 Dasypyrum villosum clone Hv874-11 RAPD...
1892,DQ869589.1,DQ869589.1 Dasypyrum villosum clone Hv874-12 RAPD...
1893,DQ869590.1,DQ869590.1 Dasypyrum villosum clone Hv874-13 RAPD...
1894,DQ869591.1,DQ869591.1 Dasypyrum villosum clone Hv874-14 RAPD...
1895,DQ869592.1,DQ869592.1 Dasypyrum villosum clone Hv874-15 RAPD...
1896,DQ869593.1,DQ869593.1 Dasypyrum villosum clone Hv874-16 RAPD...
1897,DQ869594.1,DQ869594.1 Dasypyrum villosum clone Hv874-17 RAPD...
1898,DQ869595.1,DQ869595.1 Dasypyrum villosum clone Hv874-18 RAPD...
1899,DQ869596.1,DQ869596.1 Dasypyrum villosum clone Hv874-21 RAPD...
1900,DQ869597.1,DQ869597.1 Dasypyrum villosum clone Hv874-29 RAPD...
1901,DQ869598.1,DQ869598.1 Dasypyrum villosum clone Hv874-30 RAPD...
1902,DQ869599.1,DQ869599.1 Dasypyrum villosum clone Hv874-32 RAPD...
1903,DQ869600.1,DQ869600.1 Dasypyrum villosum clone Hv874-33 RAPD...
1904,DQ869601.1,DQ869601.1 Dasypyrum villosum clone Hv874-38 RAPD...
1905,DQ869602.1,DQ869602.1 Dasypyrum villosum clone Hv874-39 RAPD...
1906,DQ869603.1,DQ869603.1 Dasypyrum villosum clone Hv874-40 RAPD...
1907,DQ869604.1,DQ869604.1 Dasypyrum villosum clone Hv874-43 RAPD...
1908,DQ869605.1,DQ869605.1 Dasypyrum villosum clone Hv874-45 RAPD...
1909,DQ869606.1,DQ869606.1 Dasypyrum villosum clone Hv874-51 RAPD...
1910,DQ869607.1,DQ869607.1 Triticum aestivum clone PR874-1 RAPD...
1911,DQ869608.1,DQ869608.1 Triticum aestivum clone PR874-3 RAPD...
1912,DQ869609.1,DQ869609.1 Triticum aestivum clone PR874-4 RAPD...
1913,DQ869610.1,DQ869610.1 Triticum aestivum clone PR874-6 RAPD...
1914,DQ869611.1,DQ869611.1 Triticum aestivum clone PR874-12 RAPD...
1915,DQ869612.1,DQ869612.1 Triticum aestivum clone PR874-13 RAPD...
1916,DQ869613.1,DQ869613.1 Triticum aestivum clone PR874-91 RAPD...
1917,DQ869614.1,DQ869614.1 Triticum aestivum clone PR874-92 RAPD...
1918,DQ869615.1,DQ869615.1 Triticum aestivum clone PR874-94 RAPD...
1919,DQ869616.1,DQ869616.1 Triticum aestivum clone PR874-910 RAPD...
1920,DQ869617.1,DQ869617.1 Triticum aestivum clone PR874-911 RAPD...
1921,DQ869618.1,DQ869618.1 Triticum aestivum clone PR874-912 RAPD...
1922,DQ890165.1,DQ890165.1 Triticum aestivum cultivar CS(Hope7B) copia...
1923,DQ924859.1,DQ924859.1 Hordeum vulgare subsp. vulgare cultivar...
1924,DQ985749.1,DQ985749.1 Hordeum vulgare subsp. vulgare isolate...
1925,DQ985750.1,DQ985750.1 Hordeum vulgare subsp. vulgare isolate...
1926,DQ985751.1,DQ985751.1 Hordeum vulgare subsp. vulgare isolate...
1927,DQ985752.1,DQ985752.1 Hordeum vulgare subsp. vulgare isolate...
1928,DQ985753.1,DQ985753.1 Hordeum vulgare subsp. vulgare isolate...
1929,DQ985754.1,DQ985754.1 Hordeum vulgare subsp. vulgare isolate...
1930,DQ985755.1,DQ985755.1 Hordeum vulgare subsp. vulgare isolate...
1931,DQ985756.1,DQ985756.1 Hordeum vulgare subsp. vulgare isolate...
1932,DQ985757.1,DQ985757.1 Hordeum vulgare subsp. vulgare isolate...
1933,DQ985758.1,DQ985758.1 Hordeum vulgare subsp. vulgare isolate...
1934,DQ985759.1,DQ985759.1 Hordeum vulgare subsp. vulgare isolate...
1935,DQ985760.1,DQ985760.1 Hordeum vulgare subsp. vulgare isolate...
1936,DQ985761.1,DQ985761.1 Hordeum vulgare subsp. vulgare isolate...
1937,DQ985762.1,DQ985762.1 Hordeum vulgare subsp. vulgare isolate...
1938,DQ985763.1,DQ985763.1 Hordeum vulgare subsp. vulgare isolate...
1939,DQ985764.1,DQ985764.1 Hordeum vulgare subsp. vulgare isolate...
1940,DQ985765.1,DQ985765.1 Hordeum vulgare subsp. vulgare isolate...
1941,DQ985766.1,DQ985766.1 Hordeum vulgare subsp. vulgare isolate...
1942,DQ985767.1,DQ985767.1 Hordeum vulgare subsp. vulgare isolate...
1943,DQ985768.1,DQ985768.1 Hordeum vulgare subsp. vulgare isolate...
1944,DQ985769.1,DQ985769.1 Hordeum vulgare subsp. vulgare isolate...
1945,DQ985770.1,DQ985770.1 Hordeum vulgare subsp. vulgare isolate...
1946,DQ985771.1,DQ985771.1 Hordeum vulgare subsp. vulgare isolate...
1947,DQ985772.1,DQ985772.1 Hordeum vulgare subsp. vulgare isolate...
1948,DQ985773.1,DQ985773.1 Hordeum vulgare subsp. vulgare isolate...
1949,DQ985774.1,DQ985774.1 Hordeum vulgare subsp. vulgare isolate...
1950,DQ985775.1,DQ985775.1 Hordeum vulgare subsp. vulgare isolate...
1951,DQ985776.1,DQ985776.1 Hordeum vulgare subsp. vulgare isolate...
1952,DQ985777.1,DQ985777.1 Hordeum vulgare subsp. vulgare isolate...
1953,DQ985778.1,DQ985778.1 Hordeum vulgare subsp. vulgare isolate...
1954,DQ985779.1,DQ985779.1 Hordeum vulgare subsp. vulgare isolate...
1955,DQ985780.1,DQ985780.1 Hordeum vulgare subsp. vulgare isolate...
1956,DQ985781.1,DQ985781.1 Hordeum vulgare subsp. vulgare isolate...
1957,DQ985782.1,DQ985782.1 Hordeum vulgare subsp. vulgare isolate...
1958,DQ985783.1,DQ985783.1 Hordeum vulgare subsp. vulgare isolate...
1959,DQ985784.1,DQ985784.1 Hordeum vulgare subsp. vulgare isolate...
1960,DQ985785.1,DQ985785.1 Hordeum vulgare subsp. vulgare isolate...
1961,DQ985786.1,DQ985786.1 Hordeum vulgare subsp. vulgare isolate...
1962,DQ985787.1,DQ985787.1 Hordeum vulgare subsp. vulgare isolate...
1963,DQ985788.1,DQ985788.1 Hordeum vulgare subsp. vulgare isolate...
1964,DQ985789.1,DQ985789.1 Hordeum vulgare subsp. vulgare isolate...
1965,DQ985790.1,DQ985790.1 Hordeum vulgare subsp. vulgare isolate...
1966,DQ985791.1,DQ985791.1 Hordeum vulgare subsp. vulgare isolate...
1967,DQ985792.1,DQ985792.1 Hordeum vulgare subsp. vulgare isolate...
1968,DQ985793.1,DQ985793.1 Hordeum vulgare subsp. vulgare isolate...
1969,DQ985794.1,DQ985794.1 Hordeum vulgare subsp. vulgare isolate...
1970,DQ985795.1,DQ985795.1 Hordeum vulgare subsp. vulgare isolate...
1971,DQ985796.1,DQ985796.1 Hordeum vulgare subsp. vulgare isolate...
1972,DQ985797.1,DQ985797.1 Hordeum vulgare subsp. vulgare isolate...
1973,DQ985798.1,DQ985798.1 Hordeum vulgare subsp. vulgare isolate...
1974,DQ985799.1,DQ985799.1 Hordeum vulgare subsp. vulgare isolate...
1975,DQ985800.1,DQ985800.1 Hordeum vulgare subsp. vulgare isolate...
1976,DQ985801.1,DQ985801.1 Hordeum vulgare subsp. vulgare isolate...
1977,DQ985802.1,DQ985802.1 Hordeum vulgare subsp. vulgare isolate...
1978,DQ985803.1,DQ985803.1 Hordeum vulgare subsp. vulgare isolate...
1979,DQ985804.1,DQ985804.1 Hordeum vulgare subsp. vulgare isolate...
1980,DQ985805.1,DQ985805.1 Hordeum vulgare subsp. vulgare isolate...
1981,DQ992032.1,DQ992032.1 Pseudoroegneria spicata repeated DNA 1...
1982,DQ992033.1,DQ992033.1 Pseudoroegneria spicata repeated DNA 2...
1983,EC907481.1,EC907481.1 F1016 Wheat-Fusarium graminearum filtrate interaction...
1984,EC907549.1,EC907549.1 F225 Wheat-Fusarium graminearum filtrate interaction...
1985,EC907594.1,EC907594.1 F55 Wheat-Fusarium graminearum filtrate interaction...
1986,EF014214.1,EF014214.1 Thinopyrum intermedium repetitive DNA sequence...
1987,EF014215.1,EF014215.1 Lophopyrum elongatum repetitive DNA sequence...
1988,EF014216.1,EF014216.1 Pseudoroegneria spicata repetitive DNA sequence...
1989,EF014217.1,EF014217.1 Secale strictum subsp. africanum repetitive...
1990,EF014218.1,EF014218.1 Pseudoroegneria spicata repetitive DNA sequence...
1991,EF062311.1,EF062311.1 Triticum aestivum altered pSc119.1-1 repeat...
1992,EF077403.1,EF077403.1 Secale strictum subsp. africanum transposon...
1993,EF077404.1,EF077404.1 Secale cereale cultivar Jingzhou transposon...
1994,EF165543.1,EF165543.1 Triticum aestivum clone CN12-93 pSc119.1-1...
1995,EF165544.1,EF165544.1 Triticum aestivum clone CN12-94-2 pSc119.1-1...
1996,EF165545.1,EF165545.1 Triticum aestivum clone CN17-94-2 pSc119.1-1...
1997,EF165546.1,EF165546.1 Secale cereale clone L155-119.1 pSc119.1-1...
1998,EF165547.1,EF165547.1 Secale cereale clone L155-20H pSc20H-1...
1999,EF165548.1,EF165548.1 Secale cereale clone pMD-CEN-3 pAWRC.1-1...
2000,EF165557.1,EF165557.1 Triticum aestivum clone CN-94-1 pSc119.1-1...
2001,EF165558.1,EF165558.1 Triticum aestivum clone CN12-95-1 pSc119.1-1...
2002,EF165559.1,EF165559.1 Triticum aestivum clone CN12-95-3 pSc119.1-1...
2003,EF165560.1,EF165560.1 Triticum aestivum clone CN12-95-6 pSc119.1-1...
2004,EF165561.1,EF165561.1 Triticum aestivum clone CN18-95-1 pSc119.1-1...
2005,EF165562.1,EF165562.1 Triticum aestivum clone CN17-95-4 pSc119.1-1...
2006,EF165563.1,EF165563.1 Triticum aestivum clone CN18-95-2 pSc119.1-1...
2007,EF165564.1,EF165564.1 Triticum aestivum clone CN18-95-5 pSc119.1-1...
2008,EF165565.1,EF165565.1 Triticum aestivum clone CN18-95-4 pSc119.1-1...
2009,EF165566.1,EF165566.1 Triticum aestivum clone CN17-96-2 pSc119.1-1...
2010,EF165567.1,EF165567.1 Triticum aestivum clone CN17-96-1 pSc119.1-1...
2011,EF179133.1,EF179133.1 Secale strictum subsp. africanum repeat...
2012,EF179135.1,EF179135.1 Triticum aestivum x Secale strictum...
2013,EF179136.1,EF179136.1 Aegilops tauschii x Secale sylvestre...
2014,EF179137.1,EF179137.1 Triticum sp. ZXZ-2007 x Secale...
2015,EF179138.1,EF179138.1 X Triticosecale sp. ZXZ-2007 Gypsy...
2016,EF371927.1,EF371927.1 Dasypyrum breviaristatum ISSR marker pDu848/364...
2017,EF411201.1,EF411201.1 Dasypyrum villosum ISSR marker pDv848/388...
2018,EF441571.1,EF441571.1 Secale cereale ISSR marker SC...
2019,EF453755.1,EF453755.1 Triticum aestivum clone Tri-MS-1 retrotransposon...
2020,EF453756.1,EF453756.1 Triticum aestivum clone Tri-MS-2 retrotransposon...
2021,EF469549.1,EF469549.1 Triticum aestivum clone Tri-MS-6 subtelomeric...
2022,EF486520.1,EF486520.1 Triticum aestivum retrotransposon barbara and...
2023,EF535855.1,EF535855.1 Secale cereale clone pMD259-1000 SSR...
2024,EF535856.1,EF535856.1 Secale cereale clone pMD259-800 SSR...
2025,EF535857.1,EF535857.1 Secale cereale clone pMD268-500 SSR...
2026,EF535858.1,EF535858.1 Secale cereale clone pMD232-500 SSR...
2027,EF535859.1,EF535859.1 Secale cereale x Triticum aestivum...
2028,EF535860.1,EF535860.1 Triticum aestivum x Secale cereale...
2029,EF535861.1,EF535861.1 Secale cereale clone pMD120-800 SSR...
2030,EF535862.1,EF535862.1 Secale cereale clone pMD120-500 SSR...
2031,EF535863.1,EF535863.1 Secale cereale x Triticum aestivum...
2032,EF535864.1,EF535864.1 Triticum aestivum x Secale cereale...
2033,EF535865.1,EF535865.1 Secale cereale clone pMD299-800 SSR...
2034,EF535866.1,EF535866.1 Triticum aestivum x Secale cereale...
2035,EF535867.1,EF535867.1 Secale cereale clone pMD149-600 SSR...
2036,EF535868.1,EF535868.1 Secale cereale clone pMD408-1400-1 SSR...
2037,EF535869.1,EF535869.1 Secale cereale clone pMD408-1400-2 SSR...
2038,EF535870.1,EF535870.1 Secale cereale clone pMD408-600 SSR...
2039,EF535871.1,EF535871.1 Secale cereale clone pMD408-800 SSR...
2040,EF535872.1,EF535872.1 Secale cereale clone pMD219-500-1 SSR...
2041,EF535873.1,EF535873.1 Secale cereale clone pMD219-500-2 SSR...
2042,EF535874.1,EF535874.1 Secale cereale clone pMD644-700-1 SSR...
2043,EF535875.1,EF535875.1 Secale cereale clone pMD644-700-2 SSR...
2044,EF535876.1,EF535876.1 Secale cereale clone pMD260-1000-1 SSR...
2045,EF535877.1,EF535877.1 Secale cereale clone pMD260-1000-2 SSR...
2046,EF555120.1,EF555120.1 Triticum aestivum leucine-rich repeat protein...
2047,EF560592.1,EF560592.1 Triticum turgidum subsp. durum retrotransposon...
2048,EF566894.1,EF566894.1 Secale cereale RAPD marker S18...
2049,EF566895.1,EF566895.1 Dasypyrum villosum RAPD marker M2...
2050,EF566896.1,EF566896.1 Thinopyrum intermedium RAPD marker M4...
2051,EF566897.1,EF566897.1 Lophopyrum elongatum clone 1 RAPD...
2052,EF566898.1,EF566898.1 Lophopyrum elongatum clone 2 RAPD...
2053,EF566899.1,EF566899.1 Pseudoroegneria spicata RAPD marker M4...
2054,EF583881.1,EF583881.1 Agropyron cristatum SCAR marker AcSCX7.960...
2055,EF591074.1,EF591074.1 Hordeum vulgare clone F1 retrotransposon...
2056,EF591075.1,EF591075.1 Hordeum vulgare clone A2 retrotransposon...
2057,EF591076.1,EF591076.1 Hordeum vulgare clone C2 retrotransposon...
2058,EF591077.1,EF591077.1 Hordeum vulgare clone D2 retrotransposon...
2059,EF591078.1,EF591078.1 Hordeum vulgare clone F2 retrotransposon...
2060,EF591079.1,EF591079.1 Hordeum vulgare clone G2 retrotransposon...
2061,EF591080.1,EF591080.1 Hordeum vulgare clone B3 retrotransposon...
2062,EF591081.1,EF591081.1 Hordeum vulgare clone C3 retrotransposon...
2063,EF591644.1,EF591644.1 Hordeum vulgare subsp. vulgare cultivar...
2064,EF591646.1,EF591646.1 Hordeum vulgare subsp. vulgare cultivar...
2065,EF591647.1,EF591647.1 Hordeum vulgare subsp. vulgare cultivar...
2066,EF591648.1,EF591648.1 Hordeum vulgare subsp. vulgare cultivar...
2067,EF591650.1,EF591650.1 Hordeum vulgare subsp. vulgare cultivar...
2068,EF595839.1,EF595839.1 Agropyron cristatum SCAR marker AcSCX11.647...
2069,EF611825.1,EF611825.1 Hordeum vulgare subsp. vulgare cultivar...
2070,EF618724.1,EF618724.1 Agropyron cristatum SCAR marker AcSCC5.815...
2071,EF626972.1,EF626972.1 Triticum aestivum clone 28 AFLP...
2072,EF626973.1,EF626973.1 Triticum aestivum clone 29 AFLP...
2073,EF626974.1,EF626974.1 Triticum aestivum clone 30 AFLP...
2074,EF626975.1,EF626975.1 Triticum aestivum clone 31 AFLP...
2075,EF626976.1,EF626976.1 Triticum aestivum clone 32 AFLP...
2076,EF626977.1,EF626977.1 Triticum aestivum clone 33 AFLP...
2077,EF626978.1,EF626978.1 Triticum aestivum clone 34 AFLP...
2078,EF626979.1,EF626979.1 Triticum aestivum clone 35 AFLP...
2079,EF626980.1,EF626980.1 Triticum aestivum clone 36 AFLP...
2080,EF626981.1,EF626981.1 Triticum aestivum clone 37 AFLP...
2081,EF626982.1,EF626982.1 Triticum aestivum clone 38 AFLP...
2082,EF626983.1,EF626983.1 Triticum aestivum clone 39 AFLP...
2083,EF626984.1,EF626984.1 Triticum aestivum clone 40 AFLP...
2084,EF626985.1,EF626985.1 Triticum aestivum clone 41 AFLP...
2085,EF626986.1,EF626986.1 Triticum aestivum clone 42 AFLP...
2086,EF626987.1,EF626987.1 Triticum aestivum clone 43 AFLP...
2087,EF626988.1,EF626988.1 Triticum aestivum clone 44 AFLP...
2088,EF626989.1,EF626989.1 Triticum aestivum clone 45 AFLP...
2089,EF626990.1,EF626990.1 Triticum aestivum clone 46 AFLP...
2090,EF626991.1,EF626991.1 Triticum aestivum clone 47 AFLP...
2091,EF626992.1,EF626992.1 Triticum aestivum clone 48 AFLP...
2092,EF626993.1,EF626993.1 Triticum aestivum clone 49 AFLP...
2093,EF626994.1,EF626994.1 Triticum aestivum clone 50 AFLP...
2094,EF626995.1,EF626995.1 Triticum aestivum clone 51 AFLP...
2095,EF626996.1,EF626996.1 Triticum aestivum clone 52 AFLP...
2096,EF626997.1,EF626997.1 Triticum aestivum clone 53 AFLP...
2097,EF626998.1,EF626998.1 Triticum aestivum clone 54 AFLP...
2098,EF626999.1,EF626999.1 Triticum aestivum clone 55 AFLP...
2099,EF627000.1,EF627000.1 Triticum aestivum clone 56 AFLP...
2100,EF627001.1,EF627001.1 Triticum aestivum clone 57 AFLP...
2101,EF627002.1,EF627002.1 Triticum aestivum clone 58 AFLP...
2102,EF627003.1,EF627003.1 Triticum aestivum clone 59 AFLP...
2103,EF627004.1,EF627004.1 Triticum aestivum clone 60 AFLP...
2104,EF627005.1,EF627005.1 Triticum aestivum clone 61 AFLP...
2105,EF627006.1,EF627006.1 Triticum aestivum clone 62 AFLP...
2106,EF627007.1,EF627007.1 Triticum aestivum clone 63 AFLP...
2107,EF627008.1,EF627008.1 Triticum aestivum clone 65 AFLP...
2108,EF627009.1,EF627009.1 Triticum aestivum clone 66 AFLP...
2109,EF627010.1,EF627010.1 Triticum aestivum clone 67 AFLP...
2110,EF627011.1,EF627011.1 Triticum aestivum clone 68 AFLP...
2111,EF627012.1,EF627012.1 Triticum aestivum clone 69 AFLP...
2112,EF627013.1,EF627013.1 Triticum aestivum clone 70 AFLP...
2113,EF627014.1,EF627014.1 Triticum aestivum clone 71 AFLP...
2114,EF627015.1,EF627015.1 Triticum aestivum clone 72 AFLP...
2115,EF627016.1,EF627016.1 Triticum aestivum clone 73 AFLP...
2116,EF627017.1,EF627017.1 Triticum aestivum clone 74 AFLP...
2117,EF627018.1,EF627018.1 Triticum aestivum clone 75 AFLP...
2118,EF627019.1,EF627019.1 Triticum aestivum clone 76 AFLP...
2119,EF627020.1,EF627020.1 Triticum aestivum clone 77 AFLP...
2120,EF627021.1,EF627021.1 Triticum aestivum clone 78 AFLP...
2121,EF627022.1,EF627022.1 Triticum aestivum clone 79 AFLP...
2122,EF627023.1,EF627023.1 Triticum aestivum clone 80 AFLP...
2123,EF627024.1,EF627024.1 Triticum aestivum clone 81 AFLP...
2124,EF627025.1,EF627025.1 Triticum aestivum clone 82 AFLP...
2125,EF627026.1,EF627026.1 Triticum aestivum clone 83 AFLP...
2126,EF627027.1,EF627027.1 Triticum aestivum clone 84 AFLP...
2127,EF627028.1,EF627028.1 Triticum aestivum clone 85 AFLP...
2128,EF627029.1,EF627029.1 Triticum aestivum clone 86 AFLP...
2129,EF627030.1,EF627030.1 Triticum aestivum clone 87 AFLP...
2130,EF627031.1,EF627031.1 Triticum aestivum clone 88 AFLP...
2131,EF627032.1,EF627032.1 Triticum aestivum clone 89 AFLP...
2132,EF627033.1,EF627033.1 Triticum aestivum clone 90 AFLP...
2133,EF627034.1,EF627034.1 Triticum aestivum clone 91 AFLP...
2134,EU146242.1,EU146242.1 Secale cereale genotype M39A-1-6 Nic...
2135,EU146243.1,EU146243.1 Secale cereale genotype M77A-1 Nic...
2136,EU146244.1,EU146244.1 Secale cereale genotype M39A-1-6 Endo...
2137,EU146245.1,EU146245.1 Secale cereale genotype M77A-1 Endo...
2138,EU146246.1,EU146246.1 Secale cereale genotype M39A-1-6 Dof...
2139,EU146247.1,EU146247.1 Secale cereale genotype M77A-1 Dof...
2140,EU146248.1,EU146248.1 Secale cereale genotype M39A-1-6 Rll...
2141,EU146249.1,EU146249.1 Secale cereale genotype M77A-1 Rll...
2142,EU146250.1,EU146250.1 Secale cereale genotype M39A-1-6 Axi...
2143,EU146251.1,EU146251.1 Secale cereale genotype M77A-1 Axi...
2144,EU146252.1,EU146252.1 Secale cereale genotype M39A-1-6 Rpe...
2145,EU146253.1,EU146253.1 Secale cereale genotype M77A-1 Rpe...
2146,EU146254.1,EU146254.1 Secale cereale genotype M39A-1-6 B1...
2147,EU146255.1,EU146255.1 Secale cereale genotype M77A-1 B1...
2148,EU146256.1,EU146256.1 Secale cereale genotype M39A-1-6 Vip...
2149,EU146257.1,EU146257.1 Secale cereale genotype M77A-1 Vip...
2150,EU146258.1,EU146258.1 Secale cereale genotype M39A-1-6 Kip...
2151,EU146259.1,EU146259.1 Secale cereale genotype M77A-1 Kip...
2152,EU146260.1,EU146260.1 Secale cereale genotype M39A-1-6 Uko...
2153,EU146261.1,EU146261.1 Secale cereale genotype M77A-1 Uko...
2154,EU146262.1,EU146262.1 Secale cereale genotype M39A-1-6 B26...
2155,EU146263.1,EU146263.1 Secale cereale genotype M77A-1 B26...
2156,EU146264.1,EU146264.1 Secale cereale genotype M39A-1-6 B6...
2157,EU146265.1,EU146265.1 Secale cereale genotype M77A-1 B6...
2158,EU146266.1,EU146266.1 Secale cereale genotype M39A-1-6 Stp...
2159,EU146267.1,EU146267.1 Secale cereale genotype M77A-1 Stp...
2160,EU146268.1,EU146268.1 Secale cereale genotype M39A-1-6 Kel...
2161,EU146269.1,EU146269.1 Secale cereale genotype M77A-1 Kel...
2162,EU146272.1,EU146272.1 Secale cereale genotype M39A-1-6 B11...
2163,EU146273.1,EU146273.1 Secale cereale genotype M77A-1 B11...
2164,EU146274.1,EU146274.1 Secale cereale genotype M39A-1-6 Gpc...
2165,EU146275.1,EU146275.1 Secale cereale genotype M77A-1 Gpc...
2166,EU146276.1,EU146276.1 Secale cereale genotype M39A-1-6 B4...
2167,EU146277.1,EU146277.1 Secale cereale genotype M77A-1 B4...
2168,EU146278.1,EU146278.1 Secale cereale genotype M39A-1-6 Gab...
2169,EU146279.1,EU146279.1 Secale cereale genotype M77A-1 Gab...
2170,EU149642.1,EU149642.1 Triticum aestivum clone 1652181 BYDV...
2171,EU282522.1,EU282522.1 Hordeum vulgare subsp. vulgare cultivar...
2172,EU282523.1,EU282523.1 Hordeum vulgare subsp. vulgare cultivar...
2173,EU282524.1,EU282524.1 Hordeum vulgare subsp. vulgare cultivar...
2174,EU282525.1,EU282525.1 Hordeum vulgare subsp. vulgare cultivar...
2175,EU282526.1,EU282526.1 Hordeum vulgare subsp. vulgare cultivar...
2176,EU282527.1,EU282527.1 Hordeum vulgare subsp. vulgare cultivar...
2177,EU282528.1,EU282528.1 Hordeum vulgare subsp. vulgare cultivar...
2178,EU282529.1,EU282529.1 Hordeum vulgare subsp. vulgare cultivar...
2179,EU282530.1,EU282530.1 Hordeum vulgare subsp. vulgare cultivar...
2180,EU282531.1,EU282531.1 Hordeum vulgare subsp. vulgare cultivar...
2181,EU282532.1,EU282532.1 Hordeum vulgare subsp. vulgare cultivar...
2182,EU282533.1,EU282533.1 Hordeum vulgare subsp. vulgare cultivar...
